"dietcode","SpecCode","Species","samplestage","V1","benth. crust.","birds","cephalopods","cnidarians","detritus","echinoderms","finfish","fish (early stages)","herps","insects","jellyfish/hydroids","mammals","mollusks","other benth. invertebrates","other plank. invertebrates","other plants","other terrest. invertebrates","others","phytoplankton","plank. crust.","sponges/tunicates","worms"
1954,3664,"Halichoeres maculipinna","juv./adults",0,26.3300001621246,0,0,0,0,0,0,0,0,0,0,0,14.0499997138977,0,0,0,0,0,0,10.4499998092651,0,49.1800003051758
1955,3666,"Halichoeres poeyi","juv./adults",0,39.0199985504151,0,0,0,0,19.3599996566773,5.19999980926514,0,0,0,0,0,29.0299997329712,0,0,0,0,0,0,0,0,7.38999986648559
1956,3669,"Xyrichtys splendens","juv./adults",0,16.5999999642372,0,0,0,1.70000004768372,0,0,1.39999997615814,0,0,0,0,8.29999995231628,0,0,0,0,0,0,71.9999990463257,0,0
1957,3673,"Thalassoma bifasciatum","juv./adults",0,17.9799995422363,0,0,0,0,9.75,9.43000030517578,0,0,0,0,0,0,2.05999994277954,12.3500003814697,0,0,0,0,42.9000005722046,0,5.53000020980835
1958,3676,"Sparisoma radians","juv./adults",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1959,3680,"Polydactylus approximans","juv./adults",0,40,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,3680,"Polydactylus approximans","juv./adults",0,85.870002746582,0,0,0,0,0,7.88000005483628,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0
1961,3680,"Polydactylus approximans","juv./adults",0,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,3680,"Polydactylus approximans","juv./adults",0,81.4999999701977,0,0,0,0,0,15.1700000762939,0,0,3.32999992370606,0,0,0,0,0,0,0,0,0,0,0,0
1963,3684,"Opistognathus aurifrons","juv./adults",0,0,0,0,0,1.89999997615814,0,0,1.5,0,0,1.29999995231628,0,0,0,0,0,0,0,0,94.9999996423721,0,0.300000011920929
1964,3686,"Opistognathus macrognathus","juv./adults",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,3689,"Opistognathus whitehursti","juv./adults",0,70,0,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,3692,"Bathymaster signatus","juv./adults",0,56.9000005722046,0,0,5.80000019073486,0,0,14.6999998092651,0.100000001490116,0,0,0,0,19,0,0,0,0,0,0,0.600000023841858,0,2.89999997615814
1967,3731,"Gobioclinus guppyi","juv./adults",0,75,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
1968,3733,"Gobioclinus kalisherae","juv./adults",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,3735,"Labrisomus nuchipinnis","juv./adults",0,40.2000007629395,0,0,0,0,22.8000001907349,10.5,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,10
1970,3756,"Entomacrodus nigricans","juv./adults",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.4000015258789,0,0,0,0,0,3.59999990463257
1971,3770,"Scartella cristata","juv./adults",0,0,0,0,0,0,0,0,0,0,0,0,0,0.800000011920929,0,0,99.1999969482422,0,0,0,0,0,0
1972,3804,"Pholis gunnellus","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.000002145767,0,0
1973,3820,"Ammodytes americanus","adults",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6100006103516,0,0,0,0,51.3499990701676,0,0
1974,3827,"Dormitator maculatus","juv./adults",0,3.60000000149012,0,0,0,26.6000003814697,0,7.90000009536743,0,0,0.100000001490116,0,0,0.100000001490116,0,13.1000003814697,48.0999984741211,0,0,0,0.100000001490116,0,0.400000005960465
1975,3827,"Dormitator maculatus","recruits/juv.",0,0,0,0,0,86.0699996948242,0,0,0,0,0.379999995231628,0,0,0,0,2.58999991416931,10.0600004196167,0,0,0,0.629999995231628,0,0.239999994635582
1976,3829,"Eleotris pisonis","juv./adults",0,79.4599990844727,0,0,0,0.100000001490116,0,16.120000064373,0,0,1.1599999666214,0,0,3.14000010490417,0,0,0,0,0,0,0,0,0
1977,3829,"Eleotris pisonis","recruits/juv.",0,20.8999996185303,0,0,0,0,0,18,0,0,0.300000011920929,0,0,55.2999992370605,0,0,0,0,0,0,0,0,5.5
1978,3831,"Gobiomorus dormitor","recruits/juv.",0,60.7599983215332,0,0,0,0,0,26.8400001525879,0,0,12.039999961853,0,0,0.400000005960465,0,0,0,0,0,0,0,0,0
1979,3844,"Coryphopterus glaucofraenum","juv./adults",0,20,0,0,0,0,10,0,0,0,0,0,0,10,10,0,50,0,0,0,0,0,0
1980,3851,"Eucyclogobius newberryi","juv./adults",0,41,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,57
1981,3851,"Eucyclogobius newberryi","juv./adults",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
1982,3855,"Gnatholepis thompsoni","juv./adults",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,18,0,0
1983,3938,"Scorpaena brasiliensis","juv./adults",0,85.7000012397767,0,0,0,0,0,14.3000001907349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,3942,"Scorpaena grandicornis","juv./adults",0,87.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,3942,"Scorpaena grandicornis","recruits/juv.",0,25,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,3944,"Scorpaena inermis","juv./adults",0,93.4000030755997,0,0,0,6.30000019073486,0,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,3946,"Scorpaenodes caribbaeus","juv./adults",0,92.3000011444091,0,0,0,0,0,0,7.69999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,3957,"Sebastes caurinus","juv./adults",0,30.7599998116493,0,0,0,0,0,56.1800003051758,0,0,0,0,0,2.55999994277954,0,0,0,0,0,0,10.490000128746,0,0
1989,3960,"Sebastes ciliatus","juv./adults",0,5.65000009536743,0,0,0,9.27999973297119,0,31.7800006866455,7.48000001907349,0,0,2.08999991416931,0,0,0.680000007152557,14.8100004196167,0,0,0,0,28.219999074936,0,0
1990,3966,"Sebastes emphaeus","juv./adults",0,72.2600007057191,0,0,2.51999998092651,3.24000000953674,0,0.560000002384186,0,0,0,0,0,5.59000015258789,0,15.8099997341633,0,0,0,0,0,0,0
1991,3969,"Sebastes fasciatus","recruits/juv.",0,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899999976158142,0,0,0,0,98.7999993339181,0,0
1992,3978,"Sebastes maliger","juv./adults",0,51.429998755455,0,0,0,1.27999997138977,3.55999994277954,33.4099998474121,0,0,0,0,0,2.72999995946884,0,0,0,0,0,0,7.61999988555908,0,0
1993,3979,"Sebastes melanops","juv./adults",0,4.21000003814697,0,0,0,0.839999973773956,0,91.4000015258789,0,0,0,0,0,0.449999988079071,0,0.989999979734421,1.08000004291534,0,0,0,0.990000009536743,0,0
1994,3983,"Sebastes mystinus","adults",0,0,0,0,0,0,0,1.39999997615814,0,0,0,0,0,0,0,51.1099997758865,41.9199981689453,0,0,0,5.3999999165535,0.200000002980232,0
1995,3983,"Sebastes mystinus","adults",0,0.469999998807907,0,0,9.13000011444092,0,0,0.100000001490116,0,0,0,0,0,0,0,18.3800007104874,61.7999992370606,0,0,0,10.0799998641014,0,0
1996,3983,"Sebastes mystinus","juv./adults",0,2.59999990463257,0,8.30000019073486,0,0,0,7.40000009536743,1.20000004768372,0,0,13.8000001907349,0,0,0,1.89999997615814,11.8000001907349,0,0,0,1.39999997615814,51.2999992370605,0.300000011920929
1997,3984,"Sebastes nebulosus","juv./adults",0,45.2299993038177,0,0,0,1.11000001430511,43.7999992370605,4.8600001335144,0,0,0,0,0,4.32999992370605,0,0,0.300000011920929,0,0,0,0.239999994635582,0,0.100000001490116
1998,3985,"Sebastes nigrocinctus","juv./adults",0,44.8899984359741,0,0,0,18.6399993896484,3.1800000667572,27.5400009155273,0,0,0,0,0,0,0,1.69000005722046,0,0,0,0,0,0,4.03000020980835
1999,3996,"Sebastes ruberrimus","juv./adults",0,4.71999994665384,0,0,0,0,0,91.3600015640259,3.92000007629394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,4002,"Sebastes serranoides","juv./adults",0,20.9000008702279,0,4.19999980926514,0,0,0,51,5.40000009536743,0,0,0,0,0,0,0,0,0,0,0,16.5,1,1
2001,4002,"Sebastes serranoides","juv./adults",0,1.10000002384186,0,0.800000011920929,0,0,0,84.1999969482422,1.79999995231628,0,0,0,0,0,0,2.90000009536743,0,0,0,0,0.899999976158142,5.40000009536743,2.90000009536743
2002,4027,"Prionotus scitulus","juv./adults",0,22.8899993896484,0,0,0,0,0.100000001490116,0.319999992847443,0,0,0,0,0,1.39999997615814,0.100000001490116,61.2900009155273,0,0,0,0,0,0,13.8599996566772
2003,4029,"Prionotus stephanophrys","juv./adults",0,56.030000925064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9700002670288,0,0
2004,4029,"Prionotus stephanophrys","juv./adults",0,36.3300000429154,0,0,0,0,0,2.78999996185303,0,0,0,0,0,0.430000007152557,0,0,0,0,0,0,60.4500013589859,0,0
2005,4029,"Prionotus stephanophrys","juv./adults",0,26.5999994277954,0,0,0,0,0,3.08999991416931,0,0,0,0,0,0,0,0,0,0,0,0,70.3000020980835,0,0
2006,4029,"Prionotus stephanophrys","juv./adults",0,12,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,76,0,0
2007,4029,"Prionotus stephanophrys","juv./adults",0,24.6599993705749,0,0,0,0,0,0,0,0,0,0,0,1.74000000953674,0,0,0,0,0,0,73.5999984741211,0,0
2008,4033,"Hexagrammos lagocephalus","juv./adults",0,16.5099996328353,0,0,0,0,0,0.689999997615814,81.4100036621094,0,0,0,0,0,0,0,0,0,0,0,0.270000010728836,0,1.11000001430511
2009,4037,"Pleurogrammus monopterygius","juv./adults",0,35.0999994277954,0,1.29999995231628,0,0,0,56.5,0,0,0,0,0,0,0,0.400000013411045,0,0,0,0,6.70000010728836,0,0
2010,4037,"Pleurogrammus monopterygius","juv./adults",0,8.61999988555908,0,0,0,0,0,28.9200000762939,46.4799995422363,0,0,0,0,0,0,0,11.6700000762939,0,0,0,4.21000003814697,0,0.109999999403954
2011,4061,"Cottus aleuticus","juv./adults",0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2012,4061,"Cottus aleuticus","recruits/juv.",0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2013,4062,"Cottus asper","adults",0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2014,4062,"Cottus asper","juv./adults",0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2015,4062,"Cottus asper","recruits/juv.",0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2016,4085,"Dasycottus setiger","juv./adults",0,84.5,0,0,0,0.5,0.200000002980232,7.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19999980926514
2017,4094,"Hemilepidotus jordani","juv./adults",0,0.400000005960464,0,0,0,0,0,3.95000004768372,95.5400009155273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116
2018,4097,"Hemitripterus americanus","larvae",0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,20,0,0
2019,4097,"Hemitripterus americanus","larvae",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4112,"Leptocottus armatus","recruits/juv.",0,61.9099999666214,0,0,0,0,0,6,0,0,0,0,0,0,1.3400000333786,0,0.769999980926514,0,0,0,0,0,30
2021,4113,"Malacocottus kincaidi","juv./adults",0,71.4000015258789,0,0,0.600000023841858,0,0,1.12000000476837,0,0,0,0,0,0.100000001490116,0,0.100000001490116,0.100000001490116,0,0,0,0,4.28999996185303,22.2900009155273
2022,4114,"Megalocottus platycephalus","juv./adults",0,0.300000011920929,0,0,0,0,0,89,0,0,0,0,0,9.19999980926514,0,0,0,0,0,0,1.5,0,0
2023,4117,"Myoxocephalus aenaeus","adults",0,77.1700009703636,0,0,0,0,0,19.4699993133545,0,0,0,0,0,0.509999990463257,0,0,0,0,0,0,1.94000005722046,0,0.899999976158142
2024,4117,"Myoxocephalus aenaeus","larvae",0,81.8000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2000007629395,0,0,0
2025,4117,"Myoxocephalus aenaeus","larvae",0,87.6999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.30000001192093,0,0
2026,4117,"Myoxocephalus aenaeus","larvae",0,34.7000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,58,0,4.30000019073486
2027,4117,"Myoxocephalus aenaeus","larvae",0,32.5999999046326,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40000009536743,0,0,0,0,51.4999985694885,0,8.5
2028,4117,"Myoxocephalus aenaeus","larvae",0,25.8000005483628,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59999990463257,0,0,0,0,59.6999999880791,0,6.90000009536743
2029,4117,"Myoxocephalus aenaeus","larvae",0,16.3999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,61.7999992370606,0,7.30000019073486
2030,4117,"Myoxocephalus aenaeus","recruits/juv.",0,98.0199999809265,0,0,0,0,0,0,0,0,0,0,0,1.98000001907349,0,0,0,0,0,0,0,0,0
2031,4118,"Myoxocephalus jaok","juv./adults",0,27.6000003814697,0,0.200000002980232,0,0,0,71.4000015258789,0.300000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500000007450581
2032,4120,"Myoxocephalus octodecemspinosus","juv./adults",0,61.9500002861024,0,0,0,2.25999999046326,0,28.4599990844727,0,0,0,0,0,0,0,0,0,0,0,0,4.05999994277954,0,3.29999995231628
2033,4120,"Myoxocephalus octodecemspinosus","larvae",0,48.9000005722046,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59999990463257,0,0,0,0,46.4999997615814,0,0
2034,4120,"Myoxocephalus octodecemspinosus","larvae",0,58.2999992370606,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7000007629395,0,0,0,0,24.9999992847442,0,0
2035,4120,"Myoxocephalus octodecemspinosus","larvae",0,92.8000000119209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69999980926514,2.5,0,0
2036,4120,"Myoxocephalus octodecemspinosus","larvae",0,21.3999992609024,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8999996185303,0,0,0,0,50.6999993324279,0,0
2037,4120,"Myoxocephalus octodecemspinosus","larvae",0,15.1999998092651,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40000009536743,0,0,0,0,79.3999996185303,0,0
2038,4120,"Myoxocephalus octodecemspinosus","larvae",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.0000038146973,0,0
2039,4120,"Myoxocephalus octodecemspinosus","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89999997615814,0,0,0,0,98.0999965667725,0,0
2040,4146,"Triglops murrayi","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03999996185303,0,0,0,0,97.9700002670289,0,0
2041,4146,"Triglops murrayi","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.000002503395,0,0
2042,4146,"Triglops murrayi","larvae",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0
2043,4146,"Triglops murrayi","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.000001430511,0,0
2044,4146,"Triglops murrayi","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.000000476837,0,0
2045,4146,"Triglops murrayi","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.000000953674,0,0
2046,4146,"Triglops murrayi","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9999988079071,0,0
2047,4146,"Triglops murrayi","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.000003814697,0,0
2048,4146,"Triglops murrayi","larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9999971389771,0,0
2049,4153,"Podothecus accipenserinus","juv./adults",0,91.8000007867814,0,0,0,0,0,0.100000001490116,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,7.30000019073486,0,0
2050,4153,"Podothecus accipenserinus","juv./adults",0,98.9999971389771,0,0,0,0,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0.200000002980232,0,0
2051,4153,"Podothecus accipenserinus","juv./adults",0,95.6999983787536,0,0,0,0,0.100000001490116,2.20000004768372,0,0,0,0,0,0,0,0,0,0,0,0,1.39999997615814,0,0.600000023841858
2052,4239,"Hippoglossoides platessoides","recruits/juv.",0,75,0,0,0,0,6.19999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7999992370605
2053,4239,"Hippoglossoides platessoides","recruits/juv.",0,40.4000015258789,0,0,0,0,45.5,4,0,0,0,0,0,4.80000019073486,0,0,0,0,0,0,0,0,5.30000019073486
2054,4241,"Hypsopsetta guttulata","juv./adults",0,17.0499992370605,0,0,0,0,0,6.69000005722046,0,0,0,0,0,49.9599990844727,0,0,1.05999994277954,0,0,0,0,2.53999996185303,22.7000007629395
2055,4246,"Lyopsetta exilis","juv./adults",0,78.9300003051758,0,0,0,0,0,0,0,0,0,0,0,0.870000004768371,0,0,0,0,0,0,0,0,20.2000007629395
2056,4246,"Lyopsetta exilis","juv./adults",0,85.5899963378906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4099998474121
2057,4246,"Lyopsetta exilis","juv./adults",0,97.7699966430664,0,0,0,0,0,0,0,0,0,0,0,0.949999988079071,0,0,0,0,0,0,0,0,1.26999998092651
2058,4247,"Microstomus pacificus","juv./adults",0,0.899999976158142,0,0,0,0,70.8000030517578,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22.2999992370605
2059,4247,"Microstomus pacificus","juv./adults",0,0.800000011920929,0,0,0,0,94.5999984741211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.59999990463257
2060,4247,"Microstomus pacificus","juv./adults",0,14.1000003814697,0,0,0,0,1.10000002384186,0,0,0,0,1.20000004768372,0,23.7000007629395,0,0,0,0,0,0,0,0,59.9000015258789
2061,4247,"Microstomus pacificus","juv./adults",0,3.70000004768372,0,0,0,0,1.39999997615814,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,91.9000015258789
2062,4247,"Microstomus pacificus","juv./adults",0,3.5,0,0,0,0,1.10000002384186,0,0,0,0,0,0,2.20000004768372,0,0,0,0,0,0,0,0,93.1999969482422
2063,4249,"Platichthys stellatus","adults",0,2.29999995231628,0,0,0,0,90.8900003433228,0,0,0,0,0,0,4.69999980926514,0,0,0,0,0,0,0,0,2.05999997258187
2064,4249,"Platichthys stellatus","adults",0,3.20000004768372,0,0,0,0,38.2000007629395,6.90000009536743,0,0,0,0,0,44.4599984884262,0,0,0,0,0,0,0,0,7.24999976158142
2065,4249,"Platichthys stellatus","adults",0,3.70000004768372,0,0,0,0,7.80000019073486,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,55.4000015258789
2066,4249,"Platichthys stellatus","recruits/juv.",0,71.1900010108948,0,0,0,0,0,0,0,0,10.7799997329712,0,0,0,0,0,0,0,0,0,18.0300006866455,0,0
2067,4249,"Platichthys stellatus","recruits/juv.",0,48.3300009965897,0,0,0,0,0,0,0,0,47.6199989318848,0,0,0,0,0,0,0,0,0,4.05000019073486,0,0
2068,4249,"Platichthys stellatus","recruits/juv.",0,19.0899994373321,0,0,0,0,0,0,0,0,80.8899993896484,0,0,0,0,0,0,0,0,0,0,0,0
2069,4250,"Pleuronectes quadrituberculatus","adults",0,6.80000019073486,0,0,0.100000001490116,0,0.25,0.100000001490116,0,0,0,0,0,3.75999999046326,0,0,0,0,0,0,0,0,88.9400036334992
2070,4250,"Pleuronectes quadrituberculatus","recruits/juv.",0,11.6300001144409,0,0,0,0,1.08000004291534,0,0,0,0,0,0,0,0.100000001490116,0,0,0,0,0,0,0,87.2300009727478
2071,4275,"Aluterus scriptus","juv./adults",0,0.300000011920929,0,0,54.400002002716,0,0,0,0,0,0,0,0,0.600000023841858,0,0,43.2000007629395,0,0,0,0,1.50000002980232,0
2072,4277,"Cantherhines macrocerus","juv./adults",0,0,0,0,9.80000019073486,0,0.800000011920929,0,0,0,0,0,0,0,0,0,2.90000009536743,0,0,0,0,86.5,0
2073,4279,"Canthidermis sufflamen","juv./adults",0,88.3299999237061,0,0,0,0,0,0,0,0,0,0,0,11.6700000762939,0,0,0,0,0,0,0,0,0
2074,4279,"Canthidermis sufflamen","juv./adults",0,0,0,0,0,0,29.4099998474121,0,0,0,0,10,0,24.9400005340576,0,15.5299997329712,2.94000005722046,0,0,0,17.1699998378754,0,0
2075,4280,"Monacanthus ciliatus","juv./adults",0,17.3599996566772,0,0,0,0,0,0,0,0,0,0,0,3.88000011444092,0,0,37.4300003051758,0,0,0,37.0000004768372,0,4.28999996185303
2076,4281,"Stephanolepis hispidus","juv./adults",0,5.55999994277954,0,0,0,72.7799987792969,0,0,0,0,0,0,0,0,7.21999979019165,0,13.8900003433228,0,0,0,0,0,0.560000002384186
2077,4283,"Monacanthus tuckeri","juv./adults",0,16.9999997615814,0,0,0,41.2999992370605,0,0,0,0,0,0,0,0,0,6.69999980926514,0,0,0,0,35,0,0
2078,4285,"Xanthichthys ringens","recruits/juv.",0,1.54999995231629,0,0,0,0,0,0,2.70000004768372,0,0,2.30999994277954,0,0,0,6.92999988794327,0,0,0,0,86.5199972391129,0,0
2079,4286,"Lactophrys bicaudalis","juv./adults",0,4.30000019073486,0,0,0,0,51.0699996948242,0,0,0,0,0,0,1.08000004291534,0,0,16.1300005912781,0,0,0,0,20.9699993133545,6.44999980926514
2080,4291,"Canthigaster rostrata","juv./adults",0,23.5300006866455,0,0,2.94000005722046,0,8.27999973297119,0,0,0,0,0,0,14.1599998474121,1.30999994277954,0,19.9300003051758,0,0,0,0,16.9899997711182,12.8500003814697
2081,4299,"Chilomycterus antennatus","juv./adults",0,43.4000000059605,0,0,0,0,0,0,0,0,0,0,0,56.5999984741211,0,0,0,0,0,0,0,0,0
2082,4304,"Chiloscyllium griseum","juv./adults",0,33.5,0,2.29999995231628,0,0,0,30.2999992370606,0,0,0,0,0,7.80000019073486,26.1000003814697,0,0,0,0,0,0,0,0
2083,4326,"Leucoraja naevus","juv./adults",0,31.6000003814697,0,4.90000009536743,0,0,0.699999988079071,46,0,0,0,0,0,0,0,0,0,0,0,0,11.1999998092651,0,5.59999990463257
2084,4329,"Raja montagui","adults",0,76.9099998474121,0,0,0,0,0,18.1599998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94000005722046
2085,4329,"Raja montagui","juv./adults",0,81.5799989700318,0,0,0,0,0,3.75999999046326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6499996185303
2086,4329,"Raja montagui","juv./adults",0,90.6299991607666,0,0,0,0,0,7.57000017166138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77999997138977
2087,4329,"Raja montagui","recruits/juv.",0,96.2399968504906,0,0,0,0,0,2.33999991416931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41999995708466
2088,4329,"Raja montagui","recruits/juv.",0,99.9999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,4333,"Lycodes esmarkii","adults",0,4.40000009536743,0,0,0.310000002384186,0,95.3000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,4333,"Lycodes esmarkii","adults",0,0.550000011920929,0,0,0,0,99.1999969482422,0,0,0,0,0,0,0,0.100000001490116,0,0,0,0,0,0,0,0.119999997317791
2091,4333,"Lycodes esmarkii","juv./adults",0,1.55999994277954,0,0,0.129999995231628,0,98.3000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,4333,"Lycodes esmarkii","recruits/juv.",0,7.88999986648559,0,0,0,0,91.2900009155273,0,0,0,0,0,0,0.819999992847443,0,0,0,0,0,0,0,0,0
2093,4333,"Lycodes esmarkii","recruits/juv.",0,3.86999988555908,0,0,0,0,95.9199981689453,0,0,0,0,0,0,0.119999997317791,0,0,0,0,0,0,0,0,0.100000001490116
2094,4337,"Istigobius spence","recruits/juv.",0,62.3600006103516,0,0,0,9.68000030517578,0,0,0,0,1.08000004291534,0,0,2.15000009536743,0,4.30000019073486,13.9799995422363,0,0,0,0,0,6.44999980926514
2095,4341,"Enoplosus armatus","recruits/juv.",0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
2096,4347,"Stegastes fasciolatus","juv./adults",0,0.300000004470348,0,0,0,61.1399993896484,0,0,1.01999998092651,0,0,0,0,0.100000001490116,0,0,24.5200004577637,0,0,0,5.09000015258789,5.80000019073486,2.02999997138977
2097,4351,"Stegastes punctatus","adults",0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0.400000005960465,0,98.8000015318394,0,0,0,0,0,0
2098,4351,"Stegastes punctatus","juv./adults",0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,2,0,96.4999988079072,0,0,0.899999976158142,0,0,0
2099,4351,"Stegastes punctatus","juv./adults",0,1.79999995231628,0,0,0,0,0,0,0,0,0,0,0,0,1.80000004917384,0,96.4000030755997,0,0,0,0,0,0
2100,4351,"Stegastes punctatus","recruits/juv.",0,8.69999980926514,0,0,0,0,0,0,0,0,0,0,0,0,26.8000001907348,0,60.9999995231628,0,0,3.49999994039535,0,0,0
2101,4351,"Stegastes punctatus","recruits/juv.",0,5.59999990463257,0,0,0,0,0,0,0,0,0,0,0,0,13.7000000476837,0,72.9999995231628,0,0,7.69999980926514,0,0,0
2102,4351,"Stegastes punctatus","recruits/juv.",0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,4.60000002384186,0,85.3999977111817,0,0,0.500000007450581,0,0,0
2103,4352,"Stegastes nigricans","juv./adults",0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2.34999990463257,43.6500015258789,0,0,0,0,0,0
2104,4352,"Stegastes nigricans","juv./adults",0,0.899999976158142,0,0,0.5,0,1.89999997615814,2.79999995231628,1.60000002384186,0,0,0,0,2.5,0.699999988079071,0,0,0,0,83.4000015258789,0,3.79999995231628,1.89999997615814
2105,4338,"Leptobrama muelleri","juv./adults",0,4.50000009685755,0,0,0,0,0,95.1999969482422,0,0,0,0,0,0.200000002980232,0,0,0,0,0,0,0,0,0.100000001490116
2106,4373,"Pervagor spilosoma","adults",0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,68.5,0,0,0,0,0,0
2107,4373,"Pervagor spilosoma","juv./adults",0,2.23000001907349,0,0,50.3499984741211,0,1.38999998569489,0,0.699999988079071,0,0,0,0,0.280000001192093,0,0,37.6599998474121,0,0,0.419999986886978,0.280000001192093,4.59999990463257,2.08999991416931
